Types of Transaction,Month,Year,Volume,Amount,Type of Transaction,,,,
GS Secondary Market Trades ,Apr,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,May,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,Jun,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,Jul,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,Aug,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,Sep,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,Oct,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,Nov,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,Dec,2017,0.00,0.00,BSP,,,,
GS Secondary Market Trades ,Jan,2018,114.00,12479139932.52,BSP,,,,
GS Secondary Market Trades ,Feb,2018,140.00,9900209454.09,BSP,,,,
GS Secondary Market Trades ,Mar,2018,99.00,8659799974.20,BSP,,,,
GS Secondary Market Trades ,Apr,2018,226.00,15880300143.21,BSP,,,,
GS Secondary Market Trades ,May,2018,350.00,22951969875.21,BSP,,,,
GS Secondary Market Trades ,Jun,2018,252.00,28277082952.48,BSP,,,,
GS Secondary Market Trades ,Jul,2018,324.00,21379645124.14,BSP,,,,
GS Secondary Market Trades ,Aug,2018,941.00,89669596392.86,BSP,,,,
GS Secondary Market Trades ,Sep,2018,3754.00,234948569972.45,BSP,,,,
GS Secondary Market Trades ,Oct,2018,4937.00,240000000000.00,BSP,,,,
GS Secondary Market Trades ,Nov,2018,4924.00,330000000000.00,BSP,,,,
GS Secondary Market Trades ,Dec,2018,3731.00,360000000000.00,BSP,,,,
GS Secondary Market Trades ,Jan,2019,7625.00,593784921000.00,BSP,,,,
GS Secondary Market Trades ,Feb,2019,5138.00,465592470000.00,BSP,,,,
GS Secondary Market Trades ,Mar,2019,8400.00,879441650000.00,BSP,,,,
GS Secondary Market Trades ,Apr,2019,5944.00,400907530000.00,BSP,,,,
GS Secondary Market Trades ,May,2019,10163.00,689592989000.00,BSP,,,,
GS Public Market Trades,Jan,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Feb,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Mar,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Apr,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,May,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Jun,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Jul,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Aug,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Sep,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Oct,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Nov,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Dec,2016,0.00,0.00,BSP,,,,
GS Public Market Trades,Jan,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Feb,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Mar,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Apr,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,May,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Jun,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Jul,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Aug,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Sep,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Oct,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Nov,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Dec,2017,0.00,0.00,BSP,,,,
GS Public Market Trades,Jan,2018,3593.00,161982612728.66,BSP,,,,
GS Public Market Trades,Feb,2018,2509.00,70698677721.63,BSP,,,,
GS Public Market Trades,Mar,2018,2960.00,81992290683.59,BSP,,,,
GS Public Market Trades,Apr,2018,3016.00,66452351369.87,BSP,,,,
GS Public Market Trades,May,2018,4054.00,88380463688.30,BSP,,,,
GS Public Market Trades,Jun,2018,3198.00,56463335143.42,BSP,,,,
GS Public Market Trades,Jul,2018,3587.00,68298845682.59,BSP,,,,
GS Public Market Trades,Aug,2018,3538.00,71932096676.28,BSP,,,,
GS Public Market Trades,Sep,2018,295.00,577759862.17,BSP,,,,
GS Public Market Trades,Oct,2018,331.00,0.00,BSP,,,,
GS Public Market Trades,Nov,2018,170.00,0.00,BSP,,,,
GS Public Market Trades,Dec,2018,118.00,0.00,BSP,,,,
GS Public Market Trades,Jan,2019,257.00,554267000.00,BSP,,,,
GS Public Market Trades,Feb,2019,215.00,434050000.00,BSP,,,,
GS Public Market Trades,Mar,2019,312.00,1111433000.00,BSP,,,,
GS Public Market Trades,Apr,2019,280.00,1008246000.00,BSP,,,,
GS Public Market Trades,May,2019,362.00,4161140000.00,BSP,,,,
Banks' (HO) Withdrawals,Jan,2016,236.00,28685789500.00,BSP,,,,
Banks' (HO) Withdrawals,Feb,2016,289.00,50235455250.00,BSP,,,,
Banks' (HO) Withdrawals,Mar,2016,311.00,57795495750.00,BSP,,,,
Banks' (HO) Withdrawals,Apr,2016,330.00,62158642500.00,BSP,,,,
Banks' (HO) Withdrawals,May,2016,319.00,63987069750.00,BSP,,,,
Banks' (HO) Withdrawals,Jun,2016,305.00,46017451250.00,BSP,,,,
Banks' (HO) Withdrawals,Jul,2016,293.00,49783218250.00,BSP,,,,
Banks' (HO) Withdrawals,Aug,2016,313.00,53196030500.00,BSP,,,,
Banks' (HO) Withdrawals,Sep,2016,307.00,56440342050.00,BSP,,,,
Banks' (HO) Withdrawals,Oct,2016,311.00,65439223050.00,BSP,,,,
Banks' (HO) Withdrawals,Nov,2016,373.00,78033893750.00,BSP,,,,
Banks' (HO) Withdrawals,Dec,2016,426.00,127165226650.00,BSP,,,,
Banks' (HO) Withdrawals,Jan,2017,249.00,34372483500.00,BSP,,,,
Banks' (HO) Withdrawals,Feb,2017,275.00,39779706750.00,BSP,,,,
Banks' (HO) Withdrawals,Mar,2017,335.00,63416537600.00,BSP,,,,
Banks' (HO) Withdrawals,Apr,2017,254.00,63860771000.00,BSP,,,,
Banks' (HO) Withdrawals,May,2017,306.00,61620324750.00,BSP,,,,
Banks' (HO) Withdrawals,Jun,2017,297.00,66139040750.00,BSP,,,,
Banks' (HO) Withdrawals,Jul,2017,307.00,58358237250.00,BSP,,,,
Banks' (HO) Withdrawals,Aug,2017,335.00,66795564150.00,BSP,,,,
Banks' (HO) Withdrawals,Sep,2017,309.00,58130269750.00,BSP,,,,
Banks' (HO) Withdrawals,Oct,2017,350.00,74466270250.00,BSP,,,,
Banks' (HO) Withdrawals,Nov,2017,386.00,82666022850.00,BSP,,,,
Banks' (HO) Withdrawals,Dec,2017,416.00,135349906100.00,BSP,,,,
Banks' (HO) Withdrawals,Jan,2018,338.00,44483015950.00,BSP,,,,
Banks' (HO) Withdrawals,Feb,2018,327.00,56731902000.00,BSP,,,,
Banks' (HO) Withdrawals,Mar,2018,350.00,87548629000.00,BSP,,,,
Banks' (HO) Withdrawals,Apr,2018,347.00,63849588400.00,BSP,,,,
Banks' (HO) Withdrawals,May,2018,375.00,73919407400.00,BSP,,,,
Banks' (HO) Withdrawals,Jun,2018,353.00,65892249500.00,BSP,,,,
Banks' (HO) Withdrawals,Jul,2018,412.00,67192412550.00,BSP,,,,
Banks' (HO) Withdrawals,Aug,2018,401.00,69027642050.00,BSP,,,,
Banks' (HO) Withdrawals,Sep,2018,383.00,71071312650.00,BSP,,,,
Banks' (HO) Withdrawals,Oct,2018,583.00,90000000000.00,BSP,,,,
Banks' (HO) Withdrawals,Nov,2018,764.00,90000000000.00,BSP,,,,
Banks' (HO) Withdrawals,Dec,2018,702.00,140000000000.00,BSP,,,,
Banks' (HO) Withdrawals,Jan,2019,565.00,40385089000.00,BSP,,,,
Banks' (HO) Withdrawals,Feb,2019,475.00,59774542000.00,BSP,,,,
Banks' (HO) Withdrawals,Mar,2019,617.00,72149505000.00,BSP,,,,
Banks' (HO) Withdrawals,Apr,2019,612.00,83678838000.00,BSP,,,,
Banks' (HO) Withdrawals,May,2019,642.00,79313120000.00,BSP,,,,
SDA Maturities,Jan,2016,1899.00,8115665435833.83,BSP,,,,
SDA Maturities,Feb,2016,1935.00,8412335473753.85,BSP,,,,
SDA Maturities,Mar,2016,2058.00,10713729457687.90,BSP,,,,
SDA Maturities,Apr,2016,1886.00,9797025201638.38,BSP,,,,
SDA Maturities,May,2016,2030.00,9702186502889.80,BSP,,,,
SDA Maturities,Jun,2016,2527.00,20806568106661.90,BSP,,,,
SDA Maturities,Jul,2016,2075.00,18123881699071.60,BSP,,,,
SDA Maturities,Aug,2016,2236.00,18095214157652.20,BSP,,,,
SDA Maturities,Sep,2016,2124.00,15808319577444.20,BSP,,,,
SDA Maturities,Oct,2016,2021.00,12762729117661.80,BSP,,,,
SDA Maturities,Nov,2016,1978.00,9928956385512.29,BSP,,,,
SDA Maturities,Dec,2016,1855.00,5829191131060.68,BSP,,,,
SDA Maturities,Jan,2017,0.00,0.00,BSP,,,,
SDA Maturities,Feb,2017,0.00,0.00,BSP,,,,
SDA Maturities,Mar,2017,0.00,0.00,BSP,,,,
SDA Maturities,Apr,2017,0.00,0.00,BSP,,,,
SDA Maturities,May,2017,0.00,0.00,BSP,,,,
SDA Maturities,Jun,2017,0.00,0.00,BSP,,,,
SDA Maturities,Jul,2017,0.00,0.00,BSP,,,,
SDA Maturities,Aug,2017,0.00,0.00,BSP,,,,
SDA Maturities,Sep,2017,0.00,0.00,BSP,,,,
SDA Maturities,Oct,2017,0.00,0.00,BSP,,,,
SDA Maturities,Nov,2017,0.00,0.00,BSP,,,,
SDA Maturities,Dec,2017,0.00,0.00,BSP,,,,
SDA Maturities,Jan,2018,0.00,0.00,BSP,,,,
SDA Maturities,Feb,2018,0.00,0.00,BSP,,,,
SDA Maturities,Mar,2018,0.00,0.00,BSP,,,,
SDA Maturities,Apr,2018,0.00,0.00,BSP,,,,
SDA Maturities,May,2018,0.00,0.00,BSP,,,,
SDA Maturities,Jun,2018,0.00,0.00,BSP,,,,
SDA Maturities,Jul,2018,0.00,0.00,BSP,,,,
SDA Maturities,Aug,2018,0.00,0.00,BSP,,,,
SDA Maturities,Sep,2018,0.00,0.00,BSP,,,,
SDA Maturities,Oct,2018,0.00,0.00,BSP,,,,
SDA Maturities,Nov,2018,0.00,0.00,BSP,,,,
SDA Maturities,Dec,2018,0.00,0.00,BSP,,,,
SDA Maturities,Jan,2019,0.00,0.00,BSP,,,,
SDA Maturities,Feb,2019,0.00,0.00,BSP,,,,
SDA Maturities,Mar,2019,0.00,0.00,BSP,,,,
SDA Maturities,Apr,2019,0.00,0.00,BSP,,,,
SDA Maturities,May,2019,0.00,0.00,BSP,,,,
ODF* Maturities,Jan,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Feb,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Mar,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Apr,2016,0.00,0.00,BSP,,,,
ODF* Maturities,May,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Jun,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Jul,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Aug,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Sep,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Oct,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Nov,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Dec,2016,0.00,0.00,BSP,,,,
ODF* Maturities,Jan,2017,1898.00,4520182307665.75,BSP,,,,
ODF* Maturities,Feb,2017,1691.00,3435551214794.20,BSP,,,,
ODF* Maturities,Mar,2017,1834.00,3309250765649.24,BSP,,,,
ODF* Maturities,Apr,2017,1201.00,2127681717517.18,BSP,,,,
ODF* Maturities,May,2017,1466.00,2177745538286.30,BSP,,,,
ODF* Maturities,Jun,2017,1405.00,2674306249135.15,BSP,,,,
ODF* Maturities,Jul,2017,974.00,1605594409635.12,BSP,,,,
ODF* Maturities,Aug,2017,749.00,1038600898754.69,BSP,,,,
ODF* Maturities,Sep,2017,49.00,172256947003.90,BSP,,,,
ODF* Maturities,Oct,2017,50.00,155640295890.65,BSP,,,,
ODF* Maturities,Nov,2017,37.00,108520117996.22,BSP,,,,
ODF* Maturities,Dec,2017,96.00,410911844792.25,BSP,,,,
ODF* Maturities,Jan,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Feb,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Mar,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Apr,2018,0.00,0.00,BSP,,,,
ODF* Maturities,May,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Jun,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Jul,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Aug,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Sep,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Oct,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Nov,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Dec,2018,0.00,0.00,BSP,,,,
ODF* Maturities,Jan,2019,0.00,0.00,BSP,,,,
ODF* Maturities,Feb,2019,0.00,0.00,BSP,,,,
ODF* Maturities,Mar,2019,0.00,0.00,BSP,,,,
ODF* Maturities,Apr,2019,0.00,0.00,BSP,,,,
ODF* Maturities,May,2019,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jan,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Feb,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Mar,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Apr,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,May,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jun,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jul,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Aug,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Sep,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Oct,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Nov,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Dec,2016,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jan,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Feb,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Mar,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Apr,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,May,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jun,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jul,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Aug,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Sep,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Oct,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Nov,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Dec,2017,0.00,0.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jan,2018,99.00,186027722249.71,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Feb,2018,76.00,472578503111.83,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Mar,2018,53.00,176031555324.53,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Apr,2018,49.00,126002271136.55,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,May,2018,73.00,306836551106.02,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jun,2018,80.00,434537312499.56,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jul,2018,90.00,322110329512.10,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Aug,2018,57.00,203128881222.15,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Sep,2018,68.00,165021743083.04,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Oct,2018,118.00,210000000000.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Nov,2018,93.00,290000000000.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Dec,2018,121.00,620000000000.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Jan,2019,74.00,271271466000.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Feb,2019,70.00,300941847000.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Mar,2019,237.00,1348693845000.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,Apr,2019,244.00,2731175327000.00,BSP,,,,
Banks' FTD placement/maturities w/ BSP0TD,May,2019,270.00,2316987786000.00,BSP,,,,
RBs' E0rediscounting,Jan,2016,2.00,11253800.00,BSP,,,,
RBs' E0rediscounting,Feb,2016,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Mar,2016,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Apr,2016,0.00,0.00,BSP,,,,
RBs' E0rediscounting,May,2016,1.00,4696900.00,BSP,,,,
RBs' E0rediscounting,Jun,2016,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Jul,2016,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Aug,2016,1.00,15138100.00,BSP,,,,
RBs' E0rediscounting,Sep,2016,3.00,3678400.00,BSP,,,,
RBs' E0rediscounting,Oct,2016,1.00,6240000.00,BSP,,,,
RBs' E0rediscounting,Nov,2016,1.00,2234400.00,BSP,,,,
RBs' E0rediscounting,Dec,2016,7.00,11848800.00,BSP,,,,
RBs' E0rediscounting,Jan,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Feb,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Mar,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Apr,2017,2.00,376800.00,BSP,,,,
RBs' E0rediscounting,May,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Jun,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Jul,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Aug,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Sep,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Oct,2017,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Nov,2017,7.00,11320000.00,BSP,,,,
RBs' E0rediscounting,Dec,2017,1.00,360000.00,BSP,,,,
RBs' E0rediscounting,Jan,2018,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Feb,2018,7.00,10120000.00,BSP,,,,
RBs' E0rediscounting,Mar,2018,1.00,1211100.00,BSP,,,,
RBs' E0rediscounting,Apr,2018,0.00,0.00,BSP,,,,
RBs' E0rediscounting,May,2018,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Jun,2018,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Jul,2018,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Aug,2018,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Sep,2018,4.00,10800000.00,BSP,,,,
RBs' E0rediscounting,Oct,2018,1.00,0.00,BSP,,,,
RBs' E0rediscounting,Nov,2018,1.00,0.00,BSP,,,,
RBs' E0rediscounting,Dec,2018,5.00,0.00,BSP,,,,
RBs' E0rediscounting,Jan,2019,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Feb,2019,0.00,0.00,BSP,,,,
RBs' E0rediscounting,Mar,2019,1.00,1190000.00,BSP,,,,
RBs' E0rediscounting,Apr,2019,0.00,0.00,BSP,,,,
RBs' E0rediscounting,May,2019,1.00,1000000.00,BSP,,,,
Banks' (HO) Deposits,Jan,2016,2528.00,96400314726.80,BSP,,,,
Banks' (HO) Deposits,Feb,2016,2005.00,47079707606.80,BSP,,,,
Banks' (HO) Deposits,Mar,2016,1932.00,47527444748.40,BSP,,,,
Banks' (HO) Deposits,Apr,2016,1769.00,44043574666.80,BSP,,,,
Banks' (HO) Deposits,May,2016,1763.00,55332815264.40,BSP,,,,
Banks' (HO) Deposits,Jun,2016,1862.00,60378488953.20,BSP,,,,
Banks' (HO) Deposits,Jul,2016,1638.00,48325681974.00,BSP,,,,
Banks' (HO) Deposits,Aug,2016,1699.00,53598708120.80,BSP,,,,
Banks' (HO) Deposits,Sep,2016,1661.00,50880652748.00,BSP,,,,
Banks' (HO) Deposits,Oct,2016,1501.00,44451198731.20,BSP,,,,
Banks' (HO) Deposits,Nov,2016,1565.00,56743509852.00,BSP,,,,
Banks' (HO) Deposits,Dec,2016,1508.00,56962775350.40,BSP,,,,
Banks' (HO) Deposits,Jan,2017,2146.00,88573401310.80,BSP,,,,
Banks' (HO) Deposits,Feb,2017,1672.00,45633053104.80,BSP,,,,
Banks' (HO) Deposits,Mar,2017,1692.00,48076839481.60,BSP,,,,
Banks' (HO) Deposits,Apr,2017,1230.00,44735235448.00,BSP,,,,
Banks' (HO) Deposits,May,2017,1530.00,65697020387.60,BSP,,,,
Banks' (HO) Deposits,Jun,2017,1343.00,57830010912.40,BSP,,,,
Banks' (HO) Deposits,Jul,2017,1256.00,55916971403.60,BSP,,,,
Banks' (HO) Deposits,Aug,2017,1284.00,58122536180.00,BSP,,,,
Banks' (HO) Deposits,Sep,2017,1137.00,58346721558.40,BSP,,,,
Banks' (HO) Deposits,Oct,2017,1043.00,50994288581.20,BSP,,,,
Banks' (HO) Deposits,Nov,2017,8273.00,997169632002.21,BSP,,,,
Banks' (HO) Deposits,Dec,2017,9602.00,980057323095.97,BSP,,,,
Banks' (HO) Deposits,Jan,2018,2066.00,95404236141.20,BSP,,,,
Banks' (HO) Deposits,Feb,2018,1291.00,52689179481.20,BSP,,,,
Banks' (HO) Deposits,Mar,2018,1075.00,42744998959.60,BSP,,,,
Banks' (HO) Deposits,Apr,2018,1228.00,67112622846.80,BSP,,,,
Banks' (HO) Deposits,May,2018,1268.00,72468685748.40,BSP,,,,
Banks' (HO) Deposits,Jun,2018,1103.00,68457146369.20,BSP,,,,
Banks' (HO) Deposits,Jul,2018,1205.00,67542983555.60,BSP,,,,
Banks' (HO) Deposits,Aug,2018,1139.00,63847006872.40,BSP,,,,
Banks' (HO) Deposits,Sep,2018,993.00,53015253837.60,BSP,,,,
Banks' (HO) Deposits,Oct,2018,1122.00,60000000000.00,BSP,,,,
Banks' (HO) Deposits,Nov,2018,1081.00,60000000000.00,BSP,,,,
Banks' (HO) Deposits,Dec,2018,732.00,50000000000.00,BSP,,,,
Banks' (HO) Deposits,Jan,2019,1652.00,113957786000.00,BSP,,,,
Banks' (HO) Deposits,Feb,2019,1107.00,54377788000.00,BSP,,,,
Banks' (HO) Deposits,Mar,2019,1052.00,57931146000.00,BSP,,,,
Banks' (HO) Deposits,Apr,2019,993.00,56902717000.00,BSP,,,,
Banks' (HO) Deposits,May,2019,1877.00,74217665000.00,BSP,,,,
Annual Supervisory Fees,Jan,2016,0.00,0.00,BSP,,,,
Annual Supervisory Fees,Feb,2016,0.00,0.00,BSP,,,,
